id,region,sexo,tramo_etario,ganancia_final,lugar_trabajo,financiamiento_inicial,rama_economica,motivacion,informalidad,tramos_ganancias
4383,Biobío,Mujer,Adulto Medio,700000.0,En el propio hogar,Recursos Propios,Construcción,Oportunidad de negocio,Formal,Entre $350.000 y $700.000
4384,Valparaíso,Hombre,30 a 44 años,730000.0,Local u oficina comercial,Recursos Propios,Agua y Desechos,Complementar ingreso familiar,Informal,Entre $700.000 y $1.500.000
4385,Valparaíso,Mujer,Adulto Medio,1200000.0,En el propio hogar,Recursos Propios,Electricidad y Gas,Complementar ingreso familiar,Formal,Entre $700.000 y $1.500.000
4386,Metropolitana,Mujer,30 a 44 años,1500000.0,Instalación Independiente,Recursos Propios,Electricidad y Gas,Complementar ingreso familiar,Formal,Entre $700.000 y $1.500.000
4387,Valparaíso,Mujer,60 años o más,150000.0,En el propio hogar,Préstamo familiar,Minería,Complementar ingreso familiar,Informal,Menos de $350.000
4388,Maule,Mujer,60 años o más,40000.0,Instalación Independiente,Recursos Propios,Manufactura,Complementar ingreso familiar,Formal,Menos de $350.000
4389,Los Ríos,Hombre,30 a 44 años,1800000.0,Instalación Independiente,Recursos Propios,Manufactura,Complementar ingreso familiar,Formal,Más de $1.500.000
4390,Magallanes,Hombre,60 años o más,800000.0,A domicilio,Recursos Propios,Agua y Desechos,Complementar ingreso familiar,Informal,Entre $700.000 y $1.500.000
4391,Valparaíso,Mujer,45 a 59 años,850000.0,En el propio hogar,Recursos Propios,Construcción,Oportunidad de negocio,Formal,Entre $700.000 y $1.500.000
4392,Biobío,Hombre,30 a 44 años,2500000.0,Local u oficina comercial,Recursos Propios,Agua y Desechos,Complementar ingreso familiar,Formal,Más de $1.500.000
4393,Los Lagos,Hombre,45 a 59 años,600000.0,Instalación Independiente,Recursos Propios,Minería,Complementar ingreso familiar,Informal,Entre $350.000 y $700.000
4394,Los Lagos,Mujer,30 a 44 años,3.0,A domicilio,Ahorros propios,Construcción,Complementar ingreso familiar,Formal,Menos de $350.000
4395,Los Lagos,Hombre,Adulto Medio,24000.0,En el propio hogar,Ahorros propios,Electricidad y Gas,Oportunidad de negocio,Formal,Menos de $350.000
4396,Tarapacá,Mujer,60 años o más,0.0,Instalación Independiente,Recursos Propios,Otros sectores,Otras razones,Informal,Menos de $350.000
4397,Metropolitana,Hombre,Adulto Medio,300000.0,Local u oficina comercial,Recursos Propios,Agua y Desechos,Otras razones,Formal,Menos de $350.000
4398,Biobío,Hombre,45 a 59 años,850000.0,Instalación Independiente,Recursos Propios,Construcción,Complementar ingreso familiar,Formal,Entre $700.000 y $1.500.000
4399,Atacama,Mujer,60 años o más,1400000.0,Instalación Independiente,Recursos Propios,Electricidad y Gas,Complementar ingreso familiar,Informal,Entre $700.000 y $1.500.000
4400,Coquimbo,Hombre,60 años o más,-8260000.0,Instalación Independiente,Recursos Propios,Manufactura,Complementar ingreso familiar,Formal,Menos de $350.000
4401,Aysén,Hombre,30 a 44 años,800000.0,Instalación Independiente,Ahorros propios,Manufactura,Complementar ingreso familiar,Formal,Entre $700.000 y $1.500.000
4402,Maule,Mujer,Adulto Medio,80000.0,Instalación Independiente,Préstamo bancario,Construcción,Complementar ingreso familiar,Informal,Menos de $350.000
4403,Metropolitana,Hombre,45 a 59 años,120000.0,Instalación Independiente,Recursos Propios,Minería,Complementar ingreso familiar,Formal,Menos de $350.000
4404,Coquimbo,Mujer,60 años o más,40000.0,Instalación Independiente,Recursos Propios,Electricidad y Gas,Complementar ingreso familiar,Formal,Menos de $350.000
4405,Metropolitana,Hombre,30 a 44 años,1000000.0,Instalación Independiente,Recursos Propios,Minería,Complementar ingreso familiar,Informal,Entre $700.000 y $1.500.000
4406,Ñuble,Hombre,Adulto Medio,500000.0,Instalación Independiente,Recursos Propios,Electricidad y Gas,Complementar ingreso familiar,Formal,Entre $350.000 y $700.000
4407,Tarapacá,Hombre,45 a 59 años,800000.0,A domicilio,Recursos Propios,Electricidad y Gas,Complementar ingreso familiar,Formal,Entre $700.000 y $1.500.000
4408,La Araucanía,Mujer,45 a 59 años,250000.0,Instalación Independiente,Recursos Propios,Electricidad y Gas,Oportunidad de negocio,Informal,Menos de $350.000
4409,Biobío,Mujer,60 años o más,-2930000.0,Instalación Independiente,Recursos Propios,Agricultura y Pesca,Complementar ingreso familiar,Formal,Menos de $350.000
4410,Magallanes,Hombre,Adulto Medio,700000.0,Instalación Independiente,Recursos Propios,Manufactura,Complementar ingreso familiar,Formal,Entre $350.000 y $700.000
4411,Biobío,Hombre,60 años o más,3000000.0,Instalación Independiente,Recursos Propios,Manufactura,Complementar ingreso familiar,Informal,Más de $1.500.000
4412,La Araucanía,Mujer,60 años o más,300000.0,A domicilio,Ahorros propios,Electricidad y Gas,Complementar ingreso familiar,Formal,Menos de $350.000
4413,Maule,Hombre,60 años o más,2000000.0,En el propio hogar,Recursos Propios,Electricidad y Gas,Complementar ingreso familiar,Formal,Más de $1.500.000
4414,Magallanes,Mujer,60 años o más,0.0,A domicilio,Recursos Propios,Electricidad y Gas,Complementar ingreso familiar,Informal,Menos de $350.000
4415,Metropolitana,Hombre,Adulto Medio,500000.0,Instalación Independiente,Recursos Propios,Construcción,Complementar ingreso familiar,Formal,Entre $350.000 y $700.000
4416,Ñuble,Hombre,Adulto Medio,1100000.0,Instalación Independiente,Recursos Propios,Construcción,Complementar ingreso familiar,Formal,Entre $700.000 y $1.500.000
4417,La Araucanía,Hombre,Adulto Medio,27000.0,En la vía pública,Ahorros propios,Agricultura y Pesca,Complementar ingreso familiar,Informal,Menos de $350.000
4418,La Araucanía,Mujer,Adulto Medio,50000.0,En el propio hogar,Recursos Propios,Agricultura y Pesca,Complementar ingreso familiar,Formal,Menos de $350.000
4419,Maule,Mujer,30 a 44 años,400000.0,Instalación Independiente,Recursos Propios,Construcción,Complementar ingreso familiar,Formal,Entre $350.000 y $700.000
4420,O'Higgins,Hombre,60 años o más,2000000.0,A domicilio,Recursos Propios,Electricidad y Gas,Complementar ingreso familiar,Informal,Más de $1.500.000
4421,Los Ríos,Hombre,Adulto Medio,15000.0,Local u oficina comercial,Recursos Propios,Agua y Desechos,Oportunidad de negocio,Formal,Menos de $350.000
4422,Los Ríos,Hombre,60 años o más,190000.0,Instalación Independiente,Recursos Propios,Electricidad y Gas,Complementar ingreso familiar,Formal,Menos de $350.000
4423,Los Ríos,Hombre,Adulto Medio,500000.0,Instalación Independiente,Recursos Propios,Electricidad y Gas,Complementar ingreso familiar,Informal,Entre $350.000 y $700.000
4424,Los Lagos,Hombre,Adulto Medio,1000000.0,En la vía pública,Recursos Propios,Agricultura y Pesca,Complementar ingreso familiar,Formal,Entre $700.000 y $1.500.000
4425,Los Ríos,Hombre,60 años o más,1250000.0,En el propio hogar,Recursos Propios,Electricidad y Gas,Complementar ingreso familiar,Formal,Entre $700.000 y $1.500.000
4426,Arica y Parinacota,Hombre,45 a 59 años,700000.0,En el propio hogar,Recursos Propios,Construcción,Oportunidad de negocio,Informal,Entre $350.000 y $700.000
4427,Valparaíso,Hombre,Adulto Medio,600000.0,Instalación Independiente,Recursos Propios,Construcción,Complementar ingreso familiar,Formal,Entre $350.000 y $700.000
4428,La Araucanía,Hombre,15 a 29 años,0.0,Instalación Independiente,Recursos Propios,Otros sectores,Otras razones,Formal,Menos de $350.000
4429,Biobío,Mujer,Adulto Medio,300000.0,A domicilio,Recursos Propios,Electricidad y Gas,Complementar ingreso familiar,Informal,Menos de $350.000
4430,Biobío,Mujer,Adulto Medio,200000.0,Instalación Independiente,Recursos Propios,Minería,Complementar ingreso familiar,Formal,Menos de $350.000
4431,Magallanes,Hombre,Adulto Medio,380000.0,Local u oficina comercial,Recursos Propios,Agua y Desechos,Complementar ingreso familiar,Formal,Entre $350.000 y $700.000
4432,Magallanes,Hombre,30 a 44 años,2500000.0,A domicilio,Recursos Propios,Electricidad y Gas,Complementar ingreso familiar,Informal,Más de $1.500.000
4433,Coquimbo,Mujer,Adulto Medio,0.0,Instalación Independiente,Recursos Propios,Otros sectores,Otras razones,Formal,Menos de $350.000
4434,Coquimbo,Hombre,15 a 29 años,0.0,Instalación Independiente,Recursos Propios,Otros sectores,Otras razones,Formal,Menos de $350.000
4435,Ñuble,Hombre,15 a 29 años,0.0,Instalación Independiente,Recursos Propios,Construcción,Complementar ingreso familiar,Informal,Menos de $350.000
4436,Ñuble,Mujer,45 a 59 años,800000.0,A domicilio,Recursos Propios,Construcción,Complementar ingreso familiar,Formal,Entre $700.000 y $1.500.000
4437,Metropolitana,Hombre,Adulto Medio,250000.0,Local u oficina comercial,Recursos Propios,Agua y Desechos,Complementar ingreso familiar,Formal,Menos de $350.000
4438,Ñuble,Mujer,45 a 59 años,100000.0,Instalación Independiente,Préstamo familiar,Construcción,Complementar ingreso familiar,Informal,Menos de $350.000
4439,Coquimbo,Hombre,Adulto Medio,800000.0,Instalación Independiente,Recursos Propios,Manufactura,Complementar ingreso familiar,Formal,Entre $700.000 y $1.500.000
4440,Coquimbo,Mujer,30 a 44 años,300000.0,Instalación Independiente,Recursos Propios,Minería,Complementar ingreso familiar,Formal,Menos de $350.000
4441,Coquimbo,Mujer,30 a 44 años,430000.0,En el propio hogar,Recursos Propios,Minería,Complementar ingreso familiar,Informal,Entre $350.000 y $700.000
4442,Coquimbo,Mujer,30 a 44 años,250000.0,A domicilio,Préstamo familiar,Construcción,Complementar ingreso familiar,Formal,Menos de $350.000
4443,Coquimbo,Mujer,Adulto Medio,40000.0,Instalación Independiente,Recursos Propios,Construcción,Complementar ingreso familiar,Formal,Menos de $350.000
4444,Coquimbo,Hombre,Adulto Medio,0.0,Local u oficina comercial,Recursos Propios,Agua y Desechos,Complementar ingreso familiar,Informal,Menos de $350.000
4445,Metropolitana,Mujer,60 años o más,250000.0,Instalación Independiente,Recursos Propios,Electricidad y Gas,Complementar ingreso familiar,Formal,Menos de $350.000
4446,Los Lagos,Mujer,60 años o más,1000000.0,A domicilio,Préstamo familiar,Construcción,Complementar ingreso familiar,Formal,Entre $700.000 y $1.500.000
4447,Los Lagos,Hombre,Adulto Medio,650000.0,Instalación Independiente,Recursos Propios,Manufactura,Complementar ingreso familiar,Informal,Entre $350.000 y $700.000
4448,Ñuble,Hombre,45 a 59 años,390000.0,Instalación Independiente,Recursos Propios,Manufactura,Complementar ingreso familiar,Formal,Entre $350.000 y $700.000
4449,Ñuble,Mujer,30 a 44 años,200000.0,A domicilio,Recursos Propios,Electricidad y Gas,Complementar ingreso familiar,Formal,Menos de $350.000
4450,Tarapacá,Hombre,30 a 44 años,600000.0,Instalación Independiente,Recursos Propios,Agricultura y Pesca,Complementar ingreso familiar,Informal,Entre $350.000 y $700.000
4451,Biobío,Mujer,60 años o más,0.0,Instalación Independiente,Recursos Propios,Otros sectores,Otras razones,Formal,Menos de $350.000
4452,Tarapacá,Hombre,Adulto Medio,603000.0,Instalación Independiente,Recursos Propios,Agua y Desechos,Complementar ingreso familiar,Formal,Entre $350.000 y $700.000
4453,Metropolitana,Hombre,Adulto Medio,40000.0,Instalación Independiente,Recursos Propios,Manufactura,Complementar ingreso familiar,Informal,Menos de $350.000
4454,Metropolitana,Hombre,60 años o más,450000.0,Instalación Independiente,Recursos Propios,Manufactura,Complementar ingreso familiar,Formal,Entre $350.000 y $700.000
4455,Tarapacá,Mujer,45 a 59 años,635000.0,Instalación Independiente,Recursos Propios,Manufactura,Complementar ingreso familiar,Formal,Entre $350.000 y $700.000
4456,Coquimbo,Mujer,Adulto Medio,-100000.0,Instalación Independiente,Recursos Propios,Electricidad y Gas,Oportunidad de negocio,Informal,Menos de $350.000
4457,Metropolitana,Hombre,Adulto Medio,800000.0,Local u oficina comercial,Recursos Propios,Agua y Desechos,Complementar ingreso familiar,Formal,Entre $700.000 y $1.500.000
4458,Aysén,Mujer,60 años o más,200000.0,Instalación Independiente,Recursos Propios,Minería,Oportunidad de negocio,Formal,Menos de $350.000
4459,Aysén,Hombre,Adulto Medio,1200000.0,A domicilio,Recursos Propios,Electricidad y Gas,Complementar ingreso familiar,Informal,Entre $700.000 y $1.500.000
4460,Los Ríos,Hombre,Adulto Medio,550000.0,En el propio hogar,Recursos Propios,Construcción,Complementar ingreso familiar,Formal,Entre $350.000 y $700.000
4461,Los Ríos,Mujer,Adulto Medio,0.0,Instalación Independiente,Recursos Propios,Otros sectores,Otras razones,Formal,Menos de $350.000
4462,Ñuble,Mujer,60 años o más,350000.0,Instalación Independiente,Recursos Propios,Electricidad y Gas,Complementar ingreso familiar,Informal,Menos de $350.000
4463,Ñuble,Hombre,Adulto Medio,15000.0,Instalación Independiente,Recursos Propios,Electricidad y Gas,Complementar ingreso familiar,Formal,Menos de $350.000
4464,Los Lagos,Hombre,60 años o más,2500000.0,Instalación Independiente,Recursos Propios,Agua y Desechos,Complementar ingreso familiar,Formal,Más de $1.500.000
4465,Los Lagos,Mujer,45 a 59 años,500000.0,A domicilio,Recursos Propios,Construcción,Complementar ingreso familiar,Informal,Entre $350.000 y $700.000
4466,Arica y Parinacota,Mujer,30 a 44 años,30000.0,Instalación Independiente,Recursos Propios,Electricidad y Gas,Complementar ingreso familiar,Formal,Menos de $350.000
4467,Ñuble,Mujer,30 a 44 años,700000.0,Instalación Independiente,Recursos Propios,Electricidad y Gas,Complementar ingreso familiar,Formal,Entre $350.000 y $700.000
4468,Ñuble,Mujer,15 a 29 años,100000.0,Instalación Independiente,Recursos Propios,Electricidad y Gas,Complementar ingreso familiar,Informal,Menos de $350.000
4469,Metropolitana,Mujer,45 a 59 años,800000.0,Instalación Independiente,Recursos Propios,Electricidad y Gas,Complementar ingreso familiar,Formal,Entre $700.000 y $1.500.000
4470,Magallanes,Hombre,Adulto Medio,800000.0,Local u oficina comercial,Recursos Propios,Agua y Desechos,Complementar ingreso familiar,Formal,Entre $700.000 y $1.500.000
4471,La Araucanía,Mujer,60 años o más,180000.0,Instalación Independiente,Recursos Propios,Minería,Complementar ingreso familiar,Informal,Menos de $350.000
4472,Metropolitana,Hombre,45 a 59 años,100000.0,Instalación Independiente,Recursos Propios,Construcción,Complementar ingreso familiar,Formal,Menos de $350.000
4473,La Araucanía,Hombre,45 a 59 años,-110000.0,En la vía pública,Recursos Propios,Agricultura y Pesca,Complementar ingreso familiar,Formal,Menos de $350.000
4474,La Araucanía,Hombre,Adulto Medio,950000.0,A domicilio,Ahorros propios,Agricultura y Pesca,Complementar ingreso familiar,Informal,Entre $700.000 y $1.500.000
4475,La Araucanía,Hombre,Adulto Medio,2500.0,En la vía pública,Recursos Propios,Agricultura y Pesca,Complementar ingreso familiar,Formal,Menos de $350.000
4476,Los Ríos,Hombre,Adulto Medio,1500000.0,Instalación Independiente,Recursos Propios,Agricultura y Pesca,Complementar ingreso familiar,Formal,Entre $700.000 y $1.500.000
4477,Los Ríos,Hombre,Adulto Medio,2183334.0,En la vía pública,Recursos Propios,Agricultura y Pesca,Oportunidad de negocio,Informal,Más de $1.500.000
4478,La Araucanía,Hombre,Adulto Medio,250000.0,En la vía pública,Recursos Propios,Agricultura y Pesca,Complementar ingreso familiar,Formal,Menos de $350.000
4479,La Araucanía,Hombre,Adulto Medio,250000.0,En la vía pública,Recursos Propios,Agricultura y Pesca,Complementar ingreso familiar,Formal,Menos de $350.000
4480,La Araucanía,Hombre,Adulto Medio,125000.0,Instalación Independiente,Recursos Propios,Agricultura y Pesca,Complementar ingreso familiar,Informal,Menos de $350.000
4481,La Araucanía,Hombre,30 a 44 años,1100000.0,En el propio hogar,Recursos Propios,Construcción,Oportunidad de negocio,Formal,Entre $700.000 y $1.500.000
4482,Ñuble,Hombre,Adulto Medio,1300000.0,A domicilio,Recursos Propios,Electricidad y Gas,Complementar ingreso familiar,Formal,Entre $700.000 y $1.500.000
4483,Tarapacá,Hombre,Adulto Medio,500000.0,Instalación Independiente,Recursos Propios,Manufactura,Oportunidad de negocio,Informal,Entre $350.000 y $700.000
4484,Maule,Hombre,60 años o más,3000000.0,En el propio hogar,Recursos Propios,Minería,Complementar ingreso familiar,Formal,Más de $1.500.000
4485,Los Lagos,Hombre,Adulto Medio,0.0,En la vía pública,Recursos Propios,Agricultura y Pesca,Complementar ingreso familiar,Formal,Menos de $350.000
4486,Tarapacá,Hombre,45 a 59 años,5800000.0,Instalación Independiente,Recursos Propios,Manufactura,Complementar ingreso familiar,Informal,Más de $1.500.000
4487,Maule,Hombre,Adulto Medio,80000.0,En la vía pública,Ahorros propios,Agricultura y Pesca,Complementar ingreso familiar,Formal,Menos de $350.000
4488,Valparaíso,Hombre,60 años o más,916666.0,En la vía pública,Recursos Propios,Agricultura y Pesca,Complementar ingreso familiar,Formal,Entre $700.000 y $1.500.000
4489,Valparaíso,Mujer,30 a 44 años,300000.0,Instalación Independiente,Recursos Propios,Minería,Oportunidad de negocio,Informal,Menos de $350.000
4490,Aysén,Hombre,60 años o más,500000.0,Local u oficina comercial,Recursos Propios,Agua y Desechos,Complementar ingreso familiar,Formal,Entre $350.000 y $700.000
4491,Coquimbo,Mujer,45 a 59 años,50000.0,Instalación Independiente,Recursos Propios,Electricidad y Gas,Complementar ingreso familiar,Formal,Menos de $350.000
4492,Metropolitana,Hombre,45 a 59 años,1100000.0,Instalación Independiente,Recursos Propios,Electricidad y Gas,Complementar ingreso familiar,Informal,Entre $700.000 y $1.500.000
4493,Metropolitana,Hombre,15 a 29 años,86000.0,Instalación Independiente,Recursos Propios,Construcción,Oportunidad de negocio,Formal,Menos de $350.000
4494,Valparaíso,Mujer,45 a 59 años,650000.0,A domicilio,Recursos Propios,Construcción,Complementar ingreso familiar,Formal,Entre $350.000 y $700.000
4495,Coquimbo,Hombre,Adulto Medio,100000.0,En la vía pública,Recursos Propios,Agricultura y Pesca,Complementar ingreso familiar,Informal,Menos de $350.000
4496,Coquimbo,Hombre,Adulto Medio,250000.0,Instalación Independiente,Recursos Propios,Agricultura y Pesca,Complementar ingreso familiar,Formal,Menos de $350.000
4497,Coquimbo,Hombre,Adulto Medio,-80000.0,En la vía pública,Ahorros propios,Agricultura y Pesca,Complementar ingreso familiar,Formal,Menos de $350.000
4498,La Araucanía,Mujer,45 a 59 años,25000.0,A domicilio,Préstamo familiar,Electricidad y Gas,Complementar ingreso familiar,Informal,Menos de $350.000
4499,Metropolitana,Mujer,45 a 59 años,1500000.0,A domicilio,Recursos Propios,Electricidad y Gas,Oportunidad de negocio,Formal,Entre $700.000 y $1.500.000
4500,Metropolitana,Mujer,30 a 44 años,150000.0,Instalación Independiente,Recursos Propios,Electricidad y Gas,Complementar ingreso familiar,Formal,Menos de $350.000
4501,Valparaíso,Mujer,15 a 29 años,300000.0,En el propio hogar,Recursos Propios,Construcción,Oportunidad de negocio,Informal,Menos de $350.000
4502,Atacama,Hombre,60 años o más,200000.0,Instalación Independiente,Recursos Propios,Electricidad y Gas,Complementar ingreso familiar,Formal,Menos de $350.000
4503,Coquimbo,Mujer,60 años o más,300000.0,A domicilio,Recursos Propios,Construcción,Oportunidad de negocio,Formal,Menos de $350.000
4504,La Araucanía,Mujer,30 a 44 años,7000.0,Instalación Independiente,Recursos Propios,Construcción,Complementar ingreso familiar,Informal,Menos de $350.000
4505,Metropolitana,Hombre,Adulto Medio,60000.0,Local u oficina comercial,Recursos Propios,Agua y Desechos,Complementar ingreso familiar,Formal,Menos de $350.000
4506,La Araucanía,Mujer,60 años o más,1200000.0,Instalación Independiente,Recursos Propios,Electricidad y Gas,Complementar ingreso familiar,Formal,Entre $700.000 y $1.500.000
4507,Magallanes,Mujer,Adulto Medio,500000.0,A domicilio,Préstamo bancario,Construcción,Complementar ingreso familiar,Informal,Entre $350.000 y $700.000
4508,Biobío,Mujer,Adulto Medio,372000.0,Instalación Independiente,Recursos Propios,Construcción,Complementar ingreso familiar,Formal,Entre $350.000 y $700.000
4509,Maule,Mujer,15 a 29 años,3000000.0,Instalación Independiente,Recursos Propios,Construcción,Complementar ingreso familiar,Formal,Más de $1.500.000
4510,Maule,Mujer,Adulto Medio,1000000.0,A domicilio,Recursos Propios,Electricidad y Gas,Complementar ingreso familiar,Informal,Entre $700.000 y $1.500.000
4511,Ñuble,Hombre,Adulto Medio,550000.0,Instalación Independiente,Recursos Propios,Construcción,Complementar ingreso familiar,Formal,Entre $350.000 y $700.000
4512,Valparaíso,Hombre,45 a 59 años,700000.0,Instalación Independiente,Recursos Propios,Agricultura y Pesca,Complementar ingreso familiar,Formal,Entre $350.000 y $700.000
4513,Metropolitana,Hombre,15 a 29 años,200000.0,Instalación Independiente,Recursos Propios,Electricidad y Gas,Complementar ingreso familiar,Informal,Menos de $350.000
4514,Maule,Hombre,Adulto Medio,250000.0,En la vía pública,Recursos Propios,Agricultura y Pesca,Complementar ingreso familiar,Formal,Menos de $350.000
4515,Maule,Mujer,60 años o más,600000.0,En el propio hogar,Ahorros propios,Construcción,Complementar ingreso familiar,Formal,Entre $350.000 y $700.000
4516,O'Higgins,Mujer,45 a 59 años,130000.0,Instalación Independiente,Ahorros propios,Electricidad y Gas,Complementar ingreso familiar,Informal,Menos de $350.000
4517,Valparaíso,Hombre,Adulto Medio,600000.0,En el propio hogar,Recursos Propios,Minería,Complementar ingreso familiar,Formal,Entre $350.000 y $700.000
4518,Valparaíso,Hombre,Adulto Medio,300000.0,Instalación Independiente,Recursos Propios,Manufactura,Complementar ingreso familiar,Formal,Menos de $350.000
4519,Arica y Parinacota,Mujer,Adulto Medio,25000.0,En el propio hogar,Recursos Propios,Minería,Complementar ingreso familiar,Informal,Menos de $350.000
4520,Metropolitana,Mujer,45 a 59 años,0.0,Instalación Independiente,Recursos Propios,Minería,Oportunidad de negocio,Formal,Menos de $350.000
4521,Magallanes,Mujer,60 años o más,600000.0,Local u oficina comercial,Recursos Propios,Agua y Desechos,Complementar ingreso familiar,Formal,Entre $350.000 y $700.000
4522,Magallanes,Mujer,45 a 59 años,400000.0,Instalación Independiente,Recursos Propios,Construcción,Complementar ingreso familiar,Informal,Entre $350.000 y $700.000
4523,O'Higgins,Hombre,60 años o más,2700000.0,En el propio hogar,Recursos Propios,Construcción,Complementar ingreso familiar,Formal,Más de $1.500.000
4524,Ñuble,Mujer,Adulto Medio,0.0,Instalación Independiente,Recursos Propios,Otros sectores,Otras razones,Formal,Menos de $350.000
4525,Aysén,Hombre,45 a 59 años,300000.0,En el propio hogar,Recursos Propios,Electricidad y Gas,Complementar ingreso familiar,Informal,Menos de $350.000
4526,Metropolitana,Mujer,30 a 44 años,400000.0,Instalación Independiente,Recursos Propios,Construcción,Complementar ingreso familiar,Formal,Entre $350.000 y $700.000
4527,Biobío,Hombre,Adulto Medio,700000.0,Local u oficina comercial,Recursos Propios,Agua y Desechos,Complementar ingreso familiar,Formal,Entre $350.000 y $700.000
4528,Aysén,Hombre,45 a 59 años,500000.0,En el propio hogar,Recursos Propios,Minería,Oportunidad de negocio,Informal,Entre $350.000 y $700.000
4529,Maule,Mujer,60 años o más,250000.0,A domicilio,Recursos Propios,Electricidad y Gas,Complementar ingreso familiar,Formal,Menos de $350.000
4530,Maule,Mujer,30 a 44 años,25000.0,Instalación Independiente,Recursos Propios,Minería,Complementar ingreso familiar,Formal,Menos de $350.000
4531,Metropolitana,Mujer,Adulto Medio,60000.0,Instalación Independiente,Recursos Propios,Electricidad y Gas,Complementar ingreso familiar,Informal,Menos de $350.000
4532,Maule,Mujer,Adulto Medio,250000.0,Instalación Independiente,Recursos Propios,Electricidad y Gas,Complementar ingreso familiar,Formal,Menos de $350.000
4533,Metropolitana,Mujer,30 a 44 años,665000.0,Instalación Independiente,Recursos Propios,Construcción,Oportunidad de negocio,Formal,Entre $350.000 y $700.000
4534,Los Ríos,Hombre,45 a 59 años,0.0,Instalación Independiente,Recursos Propios,Otros sectores,Otras razones,Informal,Menos de $350.000
4535,Antofagasta,Hombre,Adulto Medio,200000.0,En la vía pública,Recursos Propios,Agricultura y Pesca,Complementar ingreso familiar,Formal,Menos de $350.000
4536,Antofagasta,Mujer,Adulto Medio,50000.0,En la vía pública,Recursos Propios,Agricultura y Pesca,Complementar ingreso familiar,Formal,Menos de $350.000
4537,Antofagasta,Hombre,Adulto Medio,16666.6666666667,En la vía pública,Recursos Propios,Agricultura y Pesca,Complementar ingreso familiar,Informal,Menos de $350.000
4538,Atacama,Mujer,Adulto Medio,1200000.0,En el propio hogar,Recursos Propios,Electricidad y Gas,Complementar ingreso familiar,Formal,Entre $700.000 y $1.500.000
4539,La Araucanía,Hombre,Adulto Medio,900000.0,En la vía pública,Ahorros propios,Electricidad y Gas,Complementar ingreso familiar,Formal,Entre $700.000 y $1.500.000
4540,La Araucanía,Hombre,Adulto Medio,5300000.0,Local u oficina comercial,Recursos Propios,Agua y Desechos,Complementar ingreso familiar,Informal,Más de $1.500.000
4541,Coquimbo,Hombre,Adulto Medio,200000.0,A domicilio,Recursos Propios,Construcción,Complementar ingreso familiar,Formal,Menos de $350.000
4542,Coquimbo,Hombre,Adulto Medio,300000.0,Instalación Independiente,Recursos Propios,Construcción,Complementar ingreso familiar,Formal,Menos de $350.000
4543,Coquimbo,Mujer,Adulto Medio,250000.0,Instalación Independiente,Recursos Propios,Minería,Complementar ingreso familiar,Informal,Menos de $350.000
4544,Aysén,Hombre,60 años o más,200000.0,Local u oficina comercial,Recursos Propios,Agua y Desechos,Complementar ingreso familiar,Formal,Menos de $350.000
4545,La Araucanía,Hombre,Adulto Medio,600000.0,Instalación Independiente,Recursos Propios,Manufactura,Complementar ingreso familiar,Formal,Entre $350.000 y $700.000
4546,Metropolitana,Hombre,Adulto Medio,400000.0,Local u oficina comercial,Recursos Propios,Agua y Desechos,Complementar ingreso familiar,Informal,Entre $350.000 y $700.000
4547,La Araucanía,Hombre,Adulto Medio,500000.0,A domicilio,Recursos Propios,Electricidad y Gas,Complementar ingreso familiar,Formal,Entre $350.000 y $700.000
4548,Metropolitana,Hombre,Adulto Medio,1000000.0,Local u oficina comercial,Recursos Propios,Agua y Desechos,Complementar ingreso familiar,Formal,Entre $700.000 y $1.500.000
4549,Metropolitana,Hombre,45 a 59 años,6000000.0,En el propio hogar,Recursos Propios,Electricidad y Gas,Complementar ingreso familiar,Informal,Más de $1.500.000
4550,Biobío,Hombre,45 a 59 años,75000.0,En la vía pública,Ahorros propios,Agricultura y Pesca,Oportunidad de negocio,Formal,Menos de $350.000
4551,Biobío,Hombre,Adulto Medio,75000.0,En la vía pública,Ahorros propios,Agricultura y Pesca,Complementar ingreso familiar,Formal,Menos de $350.000
4552,Biobío,Hombre,60 años o más,300000.0,En la vía pública,Ahorros propios,Agricultura y Pesca,Complementar ingreso familiar,Informal,Menos de $350.000
4553,Metropolitana,Mujer,45 a 59 años,200000.0,Instalación Independiente,Préstamo bancario,Electricidad y Gas,Complementar ingreso familiar,Formal,Menos de $350.000
4554,Coquimbo,Hombre,Adulto Medio,129000.0,Instalación Independiente,Recursos Propios,Construcción,Complementar ingreso familiar,Formal,Menos de $350.000
4555,Antofagasta,Hombre,Adulto Medio,600000.0,En el propio hogar,Recursos Propios,Manufactura,Complementar ingreso familiar,Informal,Entre $350.000 y $700.000
4556,Antofagasta,Hombre,Adulto Medio,166666.666666667,Instalación Independiente,Recursos Propios,Agricultura y Pesca,Complementar ingreso familiar,Formal,Menos de $350.000
4557,Antofagasta,Mujer,60 años o más,550000.0,Instalación Independiente,Recursos Propios,Construcción,Complementar ingreso familiar,Formal,Entre $350.000 y $700.000
4558,Metropolitana,Mujer,45 a 59 años,550000.0,Instalación Independiente,Ahorros propios,Electricidad y Gas,Complementar ingreso familiar,Informal,Entre $350.000 y $700.000
4559,Metropolitana,Mujer,Adulto Medio,200000.0,Instalación Independiente,Recursos Propios,Electricidad y Gas,Complementar ingreso familiar,Formal,Menos de $350.000
